# Trial, Score, RMS, Safe_landing, time, trust, agree, self-conf, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a
1.000000000000000000e+00,3.740000000000000000e+02,3.895235952490107234e+00,0.000000000000000000e+00,1.225000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+01,1.621446274296138412e+01,2.402529362993920969e+01,6.575932991884057444e+00,3.532146071264839549e+01,2.448076881867791599e+01,4.251484933850413483e-02,8.970378551520815336e+01
2.000000000000000000e+00,3.090000000000000000e+02,4.861788654036138801e+00,0.000000000000000000e+00,1.555199999999999960e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,3.500000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,2.280868010564179116e+01,5.223933365280121421e+00,7.833124175368365627e+01,2.082317018945791887e+01,1.654257660048739353e+01,8.372671529104607657e+01,2.534810913787658659e+00
3.000000000000000000e+00,3.120000000000000000e+02,3.992417328464823001e+00,0.000000000000000000e+00,1.905099999999999838e+01,2.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+00,-3.000000000000000000e+01,1.612446242579060041e+01,8.924700736544728841e+00,4.362234297077078793e+01,3.386374007302765676e+01,2.457533231477019342e+01,4.471110009494224613e+01,2.167447422312775629e+01
4.000000000000000000e+00,3.760000000000000000e+02,4.095977025098568980e+00,0.000000000000000000e+00,2.620599999999999952e+01,3.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,1.103897358949239660e+01,1.823924394139860183e+01,-7.527788733062683590e+00,3.231034462352146619e+01,2.920864826170125639e+01,7.617790403178337222e-01,8.803076098926877080e+01
5.000000000000000000e+00,2.430000000000000000e+02,4.306298474933322851e+00,0.000000000000000000e+00,2.685600000000000165e+01,1.500000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,2.450144292914059463e+01,1.018911225301065038e+01,-4.205423877330579785e+01,2.915552287600015902e+01,1.422182883622444649e+01,3.005760796457402861e+01,2.361658833973355698e+01
6.000000000000000000e+00,3.400000000000000000e+02,4.040300680469613326e+00,0.000000000000000000e+00,2.595499999999999829e+01,2.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,1.182856070975764595e+01,2.055751296646759130e+01,-1.478337283090101018e+01,3.314548979295580011e+01,2.858595698070358537e+01,2.402700238775090646e-01,7.405664247687849411e+01
7.000000000000000000e+00,2.070000000000000000e+02,4.095714737926974713e+00,0.000000000000000000e+00,1.969999999999999929e+01,1.000000000000000000e+01,5.000000000000000000e+00,2.500000000000000000e+01,2.000000000000000000e+00,-3.000000000000000000e+01,1.603645973360580257e+01,1.740586839987760115e+01,4.118414151186058092e+01,3.231427893109538019e+01,2.466740178855070553e+01,1.151031975307803545e+00,2.475074732045993287e+01
8.000000000000000000e+00,7.960000000000000000e+02,2.340578781509311312e+00,0.000000000000000000e+00,8.002000000000000668e+00,2.000000000000000000e+01,3.000000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+00,7.076021507907505281e+00,4.120318882507412184e+00,5.642663086099161340e+00,1.959081738838569287e+00,5.864131827736032676e+01,8.186678727911420594e+01,8.066937611502125094e+01,9.717184604050397922e+01
9.000000000000000000e+00,8.370000000000000000e+02,3.530117209636323139e+00,2.000000000000000000e+00,9.301000000000000156e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,4.241041802526034132e+00,4.388808326807286164e+00,7.844461957145695052e+00,-1.201551634553183412e+01,9.712602096034842702e+01,1.000000000000000000e+02,5.812164465812597314e+01,7.960903778416790999e+01
1.000000000000000000e+01,2.110000000000000000e+02,4.475196451800982800e+00,0.000000000000000000e+00,1.595100000000000051e+01,0.000000000000000000e+00,5.000000000000000000e+00,5.500000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,1.306583800470616197e+01,1.144469357737060911e+01,5.412692866818365900e+01,2.662205322298525800e+01,2.753606691439125598e+01,1.865861756818895145e+01,1.177721250838939149e+01
