# Trial, Score, RMS, Safe_landing, time, trust, agree, self-conf, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a
1.000000000000000000e+00,7.920000000000000000e+02,4.121041546246903664e+00,2.000000000000000000e+00,5.255400000000000205e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00,3.884619168670909062e+00,4.106715012013605559e+00,5.869413430468902959e+00,6.013801381210025276e+00,4.738580073851975527e+01,1.000000000000000000e+02,7.883975659183586515e+01,9.067126043461986740e+01
2.000000000000000000e+00,8.020000000000000000e+02,3.990042779092150216e+00,2.000000000000000000e+00,4.090500000000000114e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00,-5.836603874797432923e+00,4.710892596621107486e+00,2.867462165476486913e+00,2.172135404411828574e+01,6.701887185217272247e+01,1.000000000000000000e+02,9.435486604256472276e+01,5.955866662859915550e+01
3.000000000000000000e+00,8.000000000000000000e+02,2.876669348162276929e+00,0.000000000000000000e+00,1.435200000000000031e+01,3.500000000000000000e+01,4.000000000000000000e+01,3.500000000000000000e+01,2.000000000000000000e+00,-6.716663482120676321e+00,4.116414141303451402e+00,4.221596691665308931e+00,1.751919474407199084e+00,5.059995977756585006e+01,8.255443110251894723e+01,8.946553923840625089e+01,9.748068791724483617e+01
4.000000000000000000e+00,9.350000000000000000e+02,3.050606246892619833e+00,1.000000000000000000e+00,3.060300000000000153e+01,5.000000000000000000e+01,4.500000000000000000e+01,5.500000000000000000e+01,2.000000000000000000e+00,4.672362971477035387e+00,4.089041224105123717e+00,2.921724414540604720e+00,-9.248332700336205914e-01,8.126696358123558639e+01,1.000000000000000000e+02,9.420860206648580970e+01,9.869070468975812105e+01
5.000000000000000000e+00,6.360000000000000000e+02,3.510860541811537949e+00,0.000000000000000000e+00,4.753000000000000114e+00,5.000000000000000000e+01,4.500000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+01,3.375000000000000000e+01,2.519215489348633596e+00,-0.000000000000000000e+00,4.108709187282693165e+01,1.820968778385918085e+01,9.521381888109803526e+01,1.000000000000000142e+02
6.000000000000000000e+00,9.570000000000000000e+02,2.556947724798327659e+00,1.000000000000000000e+00,1.905199999999999960e+01,4.500000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,6.944814415526820994e-01,4.211740588856017098e+00,1.563639354535292902e+00,4.067939129030026635e+00,9.189272605464441313e+01,1.000000000000000000e+02,9.697687159716075200e+01,9.389775064698676488e+01
7.000000000000000000e+00,9.340000000000000000e+02,3.289076042387028664e+00,1.000000000000000000e+00,1.935000000000000142e+01,4.500000000000000000e+01,5.000000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,-7.772866854881925747e-01,4.342728956269422014e+00,1.174644712210948239e+00,9.576899649420122174e+00,9.168534563353682643e+01,1.000000000000000000e+02,9.749784433952814311e+01,8.428826617118909326e+01
8.000000000000000000e+00,8.860000000000000000e+02,3.830945931269673199e+00,2.000000000000000000e+00,2.680399999999999849e+01,0.000000000000000000e+00,5.500000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+00,-4.304566404404141622e+00,4.411642851300520363e+00,4.950243950330126985e+00,1.009149379825633375e+01,8.538025736696512524e+01,1.000000000000000000e+02,8.550632527740810929e+01,8.332004910266539355e+01
9.000000000000000000e+00,9.340000000000000000e+02,3.827353612258288518e+00,1.000000000000000000e+00,3.290699999999999648e+01,0.000000000000000000e+00,5.500000000000000000e+01,7.000000000000000000e+01,1.000000000000000000e+00,-1.002629278836163707e+00,4.110402314066369911e+00,1.096073328805530656e+00,-1.637594740130667192e+00,7.846203546451084776e+01,1.000000000000000000e+02,9.759191619749387314e+01,9.765013798254200594e+01
1.000000000000000000e+01,9.570000000000000000e+02,3.830142696831090543e+00,1.000000000000000000e+00,2.589999999999999858e+01,0.000000000000000000e+00,5.500000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+00,1.214010282537934415e+00,4.053875568606677859e+00,1.939906507138076108e+00,-9.413390421110814617e-04,8.626626723531181540e+01,1.000000000000000000e+02,9.637379173150229406e+01,9.999869083371839906e+01
1.100000000000000000e+01,9.580000000000000000e+02,3.603659270149918825e+00,1.000000000000000000e+00,2.200199999999999889e+01,0.000000000000000000e+00,5.000000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+00,5.794539042711541299e+00,4.160432960535366931e+00,1.760997720391598742e+00,2.167549230981234309e+00,8.969523501954525102e+01,1.000000000000000000e+02,9.667376535651305858e+01,9.685873313017354747e+01
1.200000000000000000e+01,9.390000000000000000e+02,3.508467162785488203e+00,1.000000000000000000e+00,2.115599999999999881e+01,0.000000000000000000e+00,5.000000000000000000e+01,8.000000000000000000e+01,1.000000000000000000e+00,-3.124556965710958423e-01,4.273033168266884729e+00,1.882546072157373240e+00,7.044970169174538555e+00,9.035895044119145325e+01,1.000000000000000000e+02,9.647269864876551537e+01,8.888478023487449775e+01
1.300000000000000000e+01,9.500000000000000000e+02,3.466196708631255952e+00,1.000000000000000000e+00,1.615299999999999869e+01,0.000000000000000000e+00,4.500000000000000000e+01,8.000000000000000000e+01,1.000000000000000000e+00,6.667904262054307196e-01,4.276282335224337317e+00,1.080501557715118244e+00,7.118120812447958912e+00,9.374992289212981689e+01,1.000000000000000000e+02,9.761014612694694392e+01,8.875609855351822830e+01
1.400000000000000000e+01,9.750000000000000000e+02,3.468881412574519096e+00,1.000000000000000000e+00,1.465199999999999925e+01,0.000000000000000000e+00,4.000000000000000000e+01,8.000000000000000000e+01,1.000000000000000000e+00,3.827127841963338994e+00,4.066355704874766275e+00,1.603544842205912424e+00,-1.191171155886568300e+00,9.460386239877404080e+01,1.000000000000000000e+02,9.691782392756115883e+01,9.830508076797610784e+01
1.500000000000000000e+01,9.510000000000000000e+02,3.526664887549182392e+00,1.000000000000000000e+00,1.415199999999999925e+01,0.000000000000000000e+00,4.000000000000000000e+01,8.000000000000000000e+01,1.000000000000000000e+00,1.844987049008281588e+00,4.306192723470218198e+00,2.296824172104155792e+00,6.415855314249656161e+00,9.487305297813023230e+01,1.000000000000000000e+02,9.569581974524548684e+01,8.998086858141235211e+01
1.600000000000000000e+01,9.730000000000000000e+02,3.380794978650082161e+00,1.000000000000000000e+00,1.820100000000000051e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,8.000000000000000000e+01,1.000000000000000000e+00,3.712153393740479146e+00,4.064984726560410877e+00,1.217274354279865856e+00,4.618564428395599553e-01,9.246762091623737945e+01,1.000000000000000000e+02,9.744531600169905516e+01,9.935192198381776052e+01
1.700000000000000000e+01,9.680000000000000000e+02,3.104915694788207059e+00,1.000000000000000000e+00,1.889999999999999858e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,8.000000000000000000e+01,1.000000000000000000e+00,8.929599481992482879e-01,4.086957495044149624e+00,1.605509580876275821e+00,-1.087133680062787544e+00,9.199728241256688932e+01,1.000000000000000000e+02,9.691488806259323496e+01,9.845616954845569069e+01
1.800000000000000000e+01,9.490000000000000000e+02,3.419191201994758345e+00,1.000000000000000000e+00,1.505100000000000016e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,8.500000000000000000e+01,1.000000000000000000e+00,3.782081612530213022e+00,4.308964209196481931e+00,1.076126944771576888e+00,7.725080090213825912e+00,9.438365914177455807e+01,1.000000000000000000e+02,9.761524323387824609e+01,8.767864304557095068e+01
1.900000000000000000e+01,9.660000000000000000e+02,3.214741861120934630e+00,1.000000000000000000e+00,2.160099999999999909e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,8.500000000000000000e+01,1.000000000000000000e+00,-8.130274059646467322e-01,4.087354431519027997e+00,9.101074640361892509e-01,-9.775372279821794574e-01,9.001328013919336968e+01,1.000000000000000000e+02,9.780103049080048550e+01,9.861469975457771397e+01
2.000000000000000000e+01,9.760000000000000000e+02,2.880926783374483158e+00,1.000000000000000000e+00,1.515399999999999991e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,9.000000000000000000e+01,1.000000000000000000e+00,2.346814222561853569e+00,4.077444149397400963e+00,1.699046800344504282e+00,-6.122372828732428607e-01,9.432602683735680671e+01,1.000000000000000000e+02,9.677194269025147833e+01,9.913841971839202927e+01
