# Trial, Score, RMS, Safe_landing, time, trust, agree, self-conf, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a
1.000000000000000000e+00,2.700000000000000000e+02,4.356646629420374062e+00,0.000000000000000000e+00,1.260100000000000087e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,1.124716471235705129e+01,3.076727288233101021e+01,2.602245422000310171e+01,2.840030055869438641e+01,2.904811532651972072e+01,1.461223957333057655e-03,5.066427287643060140e+01
2.000000000000000000e+00,4.120000000000000000e+02,4.101815892988251555e+00,0.000000000000000000e+00,1.490099999999999980e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,2.646853566827551418e+01,3.750000000000000000e-01,4.860171277025531644e+00,-6.708249047881959370e+01,3.222276160517623111e+01,4.137832423491869349e+01,8.605558507787922906e+01,5.248169132990162744e+00
3.000000000000000000e+00,8.300000000000000000e+02,2.646742715882045793e+00,2.000000000000000000e+00,1.180100000000000016e+01,2.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,1.954756113582991617e+00,4.809845954558522152e+00,4.869227638220438692e+00,-2.644755975341266918e+01,9.604268645212334832e+01,1.000000000000000000e+02,8.600115837946459862e+01,4.980659927115046059e+01
4.000000000000000000e+00,4.910000000000000000e+02,3.692779431044423522e+00,0.000000000000000000e+00,1.740200000000000102e+01,2.000000000000000000e+01,2.500000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,-2.846302079768291549e+01,3.750000000000000000e-01,5.258082287218118545e+00,3.298459937677471743e+01,3.835830853433365206e+01,3.696185708127240588e+01,8.349273253763249159e+01,3.742298917200421471e+01
5.000000000000000000e+00,9.580000000000000000e+02,2.746115110407679083e+00,1.000000000000000000e+00,1.235100000000000087e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+00,4.872809464237811028e+00,4.281482640679417528e+00,1.610259148841285848e+00,-6.147039791322823632e+00,9.578278292492582580e+01,1.000000000000000000e+02,9.690777970183906120e+01,9.044335002165296089e+01
6.000000000000000000e+00,9.730000000000000000e+02,2.626696467391838929e+00,1.000000000000000000e+00,1.230300000000000082e+01,3.500000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+00,5.385152560786110598e-01,4.120176378700502795e+00,2.640224093236956282e+00,-1.045124029204512084e+00,9.580578999046228716e+01,1.000000000000000000e+02,9.493042830226009698e+01,9.851701271016163730e+01
7.000000000000000000e+00,0.000000000000000000e+00,3.087699211221758056e+00,0.000000000000000000e+00,3.500000000000000000e+00,3.500000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+01,3.375000000000000000e+01,1.050407322994016068e+00,-0.000000000000000000e+00,4.743451183167362473e+01,1.820968778385918085e+01,9.764499681108040363e+01,1.000000000000000142e+02
8.000000000000000000e+00,7.810000000000000000e+02,2.479492408662313352e+00,0.000000000000000000e+00,1.070100000000000051e+01,3.500000000000000000e+01,4.000000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,7.266880003373977104e+00,4.417801913913429246e+00,1.978557246842527650e+00,-1.254344998981338222e+01,5.655761387006530327e+01,8.116665303840005663e+01,9.630564649266825938e+01,7.856773598550280724e+01
9.000000000000000000e+00,9.660000000000000000e+02,2.343618360972109738e+00,1.000000000000000000e+00,9.753999999999999559e+00,4.500000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,2.000000000000000000e+00,-2.434311786423688062e+00,4.107217377005440540e+00,2.778685122179320732e+00,-3.567248613951899738e+00,9.694115996480766739e+01,1.000000000000000000e+02,9.458669719979802437e+01,9.469638794742539289e+01
1.000000000000000000e+01,3.490000000000000000e+02,3.742989189766347646e+00,0.000000000000000000e+00,1.059999999999999964e+01,4.500000000000000000e+01,4.500000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+01,1.088010046652272322e+01,7.359152851348673252e+00,-5.883502550431411748e+01,3.760516215350478575e+01,2.932937469646488182e+01,6.388609069681513120e+01,8.826177387612096581e+00
1.100000000000000000e+01,1.900000000000000000e+02,4.353203491179175266e+00,0.000000000000000000e+00,1.130100000000000016e+01,4.500000000000000000e+01,5.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+01,1.709576175983598745e+01,1.546054922545772925e+01,-4.407532927040757897e+01,2.845194763231237545e+01,2.353351246674394304e+01,2.987871885657211735e+00,2.113756636400791322e+01
1.200000000000000000e+01,9.730000000000000000e+02,2.429240068393603735e+00,1.000000000000000000e+00,1.105100000000000016e+01,5.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+00,1.554465565619480572e+00,4.121997527599390310e+00,1.855396381879058643e+00,-2.614008860930410183e+00,9.638421790542996348e+01,1.000000000000000000e+02,9.651860196541707637e+01,9.618033562908584599e+01
1.300000000000000000e+01,9.810000000000000000e+02,2.577480067343209669e+00,1.000000000000000000e+00,1.200099999999999945e+01,5.500000000000000000e+01,5.500000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,3.911133890264224533e+00,4.080828924772646360e+00,1.692554707078461673e+00,-1.850464514968711838e-01,9.594911462282699688e+01,1.000000000000000000e+02,9.678206748451448505e+01,9.974172639993884104e+01
1.400000000000000000e+01,3.600000000000000000e+02,4.253276150715036508e+00,0.000000000000000000e+00,1.595199999999999996e+01,5.500000000000000000e+01,6.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,1.748515164210231632e+01,2.080035561512735498e+01,-6.018639166429288423e+00,2.995085773927445416e+01,2.310291806670063863e+01,2.128562013709478506e-01,9.066300053932258152e+01
1.500000000000000000e+01,7.830000000000000000e+02,2.666850018209184991e+00,0.000000000000000000e+00,1.185299999999999976e+01,6.000000000000000000e+01,6.000000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+00,9.108390590417997146e+00,4.309417829967124192e+00,2.173235338408508355e+00,-8.823666510424191145e+00,5.374724972686222912e+01,7.768534471980535727e+01,9.594327965982579087e+01,8.568548916761244527e+01
1.600000000000000000e+01,3.530000000000000000e+02,4.485629680187817492e+00,0.000000000000000000e+00,2.745200000000000173e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,9.984124564374337041e+00,2.011876825185929363e+01,9.418746826297269337e+00,2.646555479718273673e+01,2.998101211426386214e+01,2.990307919555457161e-01,8.458363412038977458e+01
1.700000000000000000e+01,7.790000000000000000e+02,3.958902241739546302e+00,0.000000000000000000e+00,2.050300000000000011e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,-6.994970154314462008e+00,4.100266688520186165e+00,1.731717476366539277e+00,-1.046060496358531156e+00,3.436646637390680326e+01,8.204416904895167306e+01,9.672052175224668247e+01,9.851565744948075576e+01
1.800000000000000000e+01,8.910000000000000000e+02,3.737745161018200868e+00,2.000000000000000000e+00,1.180199999999999960e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,7.500000000000000000e+01,1.000000000000000000e+00,8.073400651694520036e-01,4.155554334980617881e+00,6.999448272776317204e+00,-4.987888837344707227e+00,9.604222123862081162e+01,1.000000000000000000e+02,6.792388055040044037e+01,9.239640820838349100e+01
1.900000000000000000e+01,2.950000000000000000e+02,4.420576586750768477e+00,0.000000000000000000e+00,3.720700000000000074e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,4.325398403292052052e+00,2.114318382460165680e+01,-2.269470355589580635e+01,2.744135119873847373e+01,3.287663295437398858e+01,1.793856728679599222e-01,5.752003750646348124e+01
2.000000000000000000e+01,9.580000000000000000e+02,3.895096394364898629e+00,1.000000000000000000e+00,2.600300000000000011e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,9.500000000000000000e+01,1.000000000000000000e+00,-2.720192148679220878e+00,4.032537485426722412e+00,1.229241899365860924e+00,-4.229819571603001815e-01,8.616708571376888415e+01,1.000000000000000000e+02,9.743037751319224071e+01,9.940691503204359947e+01
