# Trial, Score, RMS, Safe_landing, time, trust, agree, self-conf, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a
1.000000000000000000e+00,2.830000000000000000e+02,4.396410451675493825e+00,0.000000000000000000e+00,1.410100000000000087e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00,7.300833436598864523e+00,5.044614552643434280e+00,2.826059823074734467e+01,6.754281126304688598e+01,2.780384322486759530e+01,8.034781458413117150e+01,5.117035041912743054e-03,5.095955779873877489e+00
2.000000000000000000e+00,2.180000000000000000e+02,4.283020343405456565e+00,0.000000000000000000e+00,8.949999999999999289e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,2.606765340981479895e+01,1.350793341132568948e+01,3.254907346467879137e+01,2.950469484891815242e+01,1.198683332790564293e+01,7.558056664529932966e+00,3.819226308012842708e+01
3.000000000000000000e+00,4.870000000000000000e+02,3.808528631249400220e+00,0.000000000000000000e+00,2.020200000000000173e+01,3.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,-3.000000000000000000e+01,1.480419655285315983e+01,3.842857522220271438e+00,3.099585985647490460e+01,3.662207053125899137e+01,2.591476841870165515e+01,9.112158156443098278e+01,4.100678221284879754e+01
4.000000000000000000e+00,7.270000000000000000e+02,2.996419979532211286e+00,0.000000000000000000e+00,1.340199999999999925e+01,3.000000000000000000e+01,4.500000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,-7.301436484095304991e+00,4.338682678970851470e+00,6.331772201785240917e+00,8.522304668179227605e+00,4.880370030701683248e+01,8.119132609063723294e+01,7.472717107985590701e+01,8.623762903252314516e+01
5.000000000000000000e+00,3.750000000000000000e+02,3.932530806671556523e+00,0.000000000000000000e+00,2.165399999999999991e+01,2.500000000000000000e+01,4.000000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,5.649458758932244251e+00,2.207500052619869990e+01,-1.050264148337385173e+01,3.476203789992665349e+01,3.239587364766342148e+01,1.126513952967034271e-01,8.253879817762604887e+01
6.000000000000000000e+00,8.610000000000000000e+02,2.755949601545997663e+00,2.000000000000000000e+00,1.215300000000000047e+01,3.000000000000000000e+01,4.500000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+00,4.433815664898531850e+00,4.626552864963848322e+00,5.144242967780582099e+00,-1.948132422385674900e+01,9.587728484840548049e+01,1.000000000000000000e+02,8.426234072773081607e+01,6.427207679113115546e+01
7.000000000000000000e+00,2.590000000000000000e+02,4.689690480442355813e+00,0.000000000000000000e+00,1.245400000000000063e+01,3.000000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+01,3.120026266294340900e+01,2.109987425251178905e+01,-1.396542560436662761e+01,2.340464279336466547e+01,4.146820056008593269e+00,1.833053978595233779e-01,7.571996236430992155e+01
8.000000000000000000e+00,2.880000000000000000e+02,4.527647227676089514e+00,0.000000000000000000e+00,2.170499999999999829e+01,3.500000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,1.812814938719868252e+01,1.658255287056339355e+01,1.908433987452369962e+01,2.583529158485865906e+01,2.237613669585836362e+01,1.727147805689521753e+00,6.510763416526019398e+01
9.000000000000000000e+00,6.950000000000000000e+02,3.295073216706050800e+00,0.000000000000000000e+00,2.360099999999999909e+01,3.500000000000000000e+01,4.500000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,9.188026093446602260e+00,4.124319671912601848e+00,7.650688791577356263e+00,-2.991695007832757991e+00,4.432390174940923799e+01,7.769677871487186849e+01,6.045967565890843787e+01,9.559813867881622684e+01
1.000000000000000000e+01,2.510000000000000000e+02,4.109701224584637380e+00,0.000000000000000000e+00,3.150199999999999889e+01,3.000000000000000000e+01,4.000000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,-3.000000000000000000e+01,1.131324422751946912e+01,1.201004641526644079e+01,4.119746105102662881e+01,3.210448163123043486e+01,2.899661241857525340e+01,1.474147442101815209e+01,2.473307911822571725e+01
1.100000000000000000e+01,4.030000000000000000e+02,4.347203749907632364e+00,0.000000000000000000e+00,5.700900000000000034e+01,2.500000000000000000e+01,4.000000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,8.892550047526725621e+00,2.572031411232608811e+00,-6.259788142566422664e+01,2.854194375138551720e+01,3.070637931853943314e+01,9.509202789618963436e+01,6.976054988510307808e+00
1.200000000000000000e+01,7.680000000000000000e+02,2.836535965545145199e+00,0.000000000000000000e+00,1.285299999999999976e+01,2.500000000000000000e+01,4.000000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,8.732298635696388089e+00,4.128998589683405385e+00,5.312618787850667879e+00,-3.735957367718778066e+00,5.120196051682282246e+01,7.860908130478182443e+01,8.311347120965749014e+01,9.442875282437834983e+01
1.300000000000000000e+01,8.600000000000000000e+02,3.705562934203948888e+00,2.000000000000000000e+00,4.200500000000000256e+01,3.000000000000000000e+01,4.500000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,3.986710955689105162e+00,4.199148113329059129e+00,5.079145782592209279e+00,-4.023705255849095330e+00,6.526636741284065124e+01,1.000000000000000000e+02,8.468916739889631629e+01,9.396883491654932641e+01
1.400000000000000000e+01,8.420000000000000000e+02,3.318178798321123057e+00,2.000000000000000000e+00,3.420499999999999829e+01,3.000000000000000000e+01,4.000000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+00,-3.509909309082747342e+00,4.525100126039795612e+00,5.307409636338367598e+00,1.342872454207093114e+01,7.677975053420067297e+01,1.000000000000000000e+02,8.314999485790835365e+01,7.680176731302208282e+01
