# Trial, Score, RMS, Safe_landing, time, trust, agree, self-conf, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a
1.000000000000000000e+00,2.060000000000000000e+02,4.847909229166693201e+00,0.000000000000000000e+00,3.535199999999999676e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,2.265942516562144249e+01,1.297603362330892907e+01,3.450653487400574448e+01,2.103136156249960464e+01,1.674220843451098517e+01,9.638813417559710217e+00,3.480685051952188758e+01
2.000000000000000000e+00,3.960000000000000000e+02,4.088361081936294994e+00,0.000000000000000000e+00,7.835299999999999443e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+01,8.084177480346838252e+00,2.656006725769536558e+01,3.631208140925057837e+00,3.242458377095557864e+01,3.119373010717721684e+01,1.197441253922848503e-02,9.459510023546951629e+01
3.000000000000000000e+00,6.940000000000000000e+02,3.800628645133573347e+00,0.000000000000000000e+00,2.505399999999999849e+01,5.000000000000000000e+01,8.000000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+00,7.120130871655518945e+00,4.646186468124795965e+00,2.120791370509209184e+00,-1.981706456305755637e+01,3.674057032299639758e+01,8.117201888915552388e+01,9.604411895573868208e+01,6.356511328834001517e+01
4.000000000000000000e+00,8.850000000000000000e+02,3.961752277100277109e+00,1.000000000000000000e+00,4.025200000000000244e+01,5.000000000000000000e+01,7.000000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+00,-3.022914247222402651e+00,4.253832970200456032e+00,1.234054516439690996e+00,7.203388566941452353e+00,6.804175350316295123e+01,1.000000000000000000e+02,9.742434621551136331e+01,8.860578035903733962e+01
5.000000000000000000e+00,8.190000000000000000e+02,3.385605278906167026e+00,2.000000000000000000e+00,4.790200000000000102e+01,5.000000000000000000e+01,7.000000000000000000e+01,7.000000000000000000e+01,1.000000000000000000e+00,8.944556888672146044e-01,4.301169846658304152e+00,5.010205946161889301e+00,8.120951317658940738e+00,5.539921457661429116e+01,1.000000000000000000e+02,8.513080112789388920e+01,8.696669398691963693e+01
6.000000000000000000e+00,7.800000000000000000e+02,3.623446994210363759e+00,0.000000000000000000e+00,3.460499999999999687e+01,5.000000000000000000e+01,7.000000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+00,7.158102657875119235e+00,4.034644113842524860e+00,3.905108247153064926e+00,8.715760639906015850e-02,3.939829508684454851e+01,8.180338468947761044e+01,9.086652865537840285e+01,9.987858263317734497e+01
7.000000000000000000e+00,2.650000000000000000e+02,4.335561149877495524e+00,0.000000000000000000e+00,4.400500000000000256e+01,5.000000000000000000e+01,7.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,2.030990955485426497e+01,3.546074631871364602e+01,-2.268753650535737165e+01,2.871658275183756714e+01,1.977067577690793598e+01,1.398130518803775146e-04,5.753501047254267320e+01
8.000000000000000000e+00,6.930000000000000000e+02,2.725263058260075422e+00,0.000000000000000000e+00,1.175099999999999945e+01,1.000000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,7.036180595640651347e+00,4.768654375990102778e+00,2.647845450124902467e+00,-2.715267577574795155e+01,5.287105412609886201e+01,8.117663121169158558e+01,9.491205772924206485e+01,4.839544142078470657e+01
9.000000000000000000e+00,2.730000000000000000e+02,4.004896285816070822e+00,0.000000000000000000e+00,2.130199999999999960e+01,1.000000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,8.853515833434567384e+00,1.032155250575952543e+01,-4.882293115872329992e+01,3.367655571275894033e+01,3.073089650209014678e+01,2.868410181659371005e+01,1.613502203283360714e+01
1.000000000000000000e+01,6.900000000000000000e+02,3.259874998125388945e+00,0.000000000000000000e+00,3.165399999999999991e+01,1.500000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,7.429507725401357732e+00,4.188266805652141045e+00,7.868892805793950451e+00,-5.199604105146526933e+00,4.485187502811916715e+01,8.111274327691189967e+01,5.782402491397340327e+01,9.204474274085158925e+01
