# Trial, Score, RMS, Safe_landing, time, trust, agree, self-conf, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a
1.000000000000000000e+00,5.940000000000000000e+02,4.605410406122808276e+00,0.000000000000000000e+00,1.490099999999999980e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,-7.882134885824406467e+00,3.375000000000000000e+01,1.661952377799843950e+00,4.718386782871929697e+00,2.466884390815787143e+01,2.324782618280198676e+01,9.682938154374258488e+01,9.284074796282722275e+01
2.000000000000000000e+00,2.470000000000000000e+02,5.070703477487144895e+00,0.000000000000000000e+00,2.960000000000000142e+01,-5.000000000000000000e+00,-5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+01,2.366842105126130491e+01,1.012322459336582270e+01,3.446067215616183432e+01,1.768944783769282481e+01,1.537668504025630511e+01,3.075470315063991578e+01,3.488401092094277800e+01
3.000000000000000000e+00,2.190000000000000000e+02,4.198628903996457495e+00,0.000000000000000000e+00,2.815099999999999980e+01,5.000000000000000000e+01,4.000000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,1.535500039032189434e+01,1.290848359887983854e+01,-4.380936557704880840e+01,3.077056644005313757e+01,2.536696859437215323e+01,9.937022031650089460e+00,2.145150360145050072e+01
4.000000000000000000e+00,8.690000000000000000e+02,4.108614663869240680e+00,2.000000000000000000e+00,3.230199999999999960e+01,7.500000000000000000e+01,8.500000000000000000e+01,6.500000000000000000e+01,2.000000000000000000e+00,3.991574047799822722e+00,4.474827582006227544e+00,3.546681416476793469e+00,-1.376830172998394630e+01,7.922117219126006660e+01,1.000000000000000000e+02,9.224892646901680848e+01,7.611822449554298942e+01
5.000000000000000000e+00,2.110000000000000000e+02,5.174689960378875853e+00,0.000000000000000000e+00,2.755099999999999838e+01,8.000000000000000000e+01,9.000000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+01,2.810958696619320563e+01,3.167823496020944773e+01,2.182255630803640400e+01,1.612965059431686043e+01,8.956863290339143191e+00,9.266296743914992362e-04,5.934627716754143023e+01
6.000000000000000000e+00,2.490000000000000000e+02,3.940292588470830637e+00,0.000000000000000000e+00,3.805199999999999960e+01,8.000000000000000000e+01,9.000000000000000000e+01,3.500000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+01,1.158192536328770572e+01,2.845454187862545581e+01,3.365372162639524589e+01,3.464561117293754222e+01,2.878448676917227544e+01,4.644148699817218784e-03,3.625880227179935389e+01
7.000000000000000000e+00,9.550000000000000000e+02,3.451170772410830256e+00,1.000000000000000000e+00,1.825100000000000122e+01,9.500000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,2.000000000000000000e+00,-2.400249985758101445e+00,4.228311656878290137e+00,1.899090246042862695e+00,4.469631656501113603e+00,9.243454374710510990e+01,1.000000000000000000e+02,9.644444123860552054e+01,9.324756970644452281e+01
8.000000000000000000e+00,9.610000000000000000e+02,3.181487174032609833e+00,1.000000000000000000e+00,1.930099999999999838e+01,9.500000000000000000e+01,1.000000000000000000e+02,8.500000000000000000e+01,2.000000000000000000e+00,-4.918737922689853548e+00,4.158858900553958904e+00,1.668456518552673185e+00,2.818357742720135395e+00,9.171966399806605352e+01,1.000000000000000000e+02,9.681938217474191788e+01,9.586627743044955707e+01
9.000000000000000000e+00,3.560000000000000000e+02,3.948823594707977502e+00,0.000000000000000000e+00,3.180099999999999838e+01,9.500000000000000000e+01,1.000000000000000000e+02,7.500000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,1.437233148736923738e+01,6.543397863228419986e+00,5.899032156340718558e+01,3.451764607938033436e+01,2.633300026470425337e+01,7.267709811353391558e+01,8.741559661186764529e+00
1.000000000000000000e+01,7.550000000000000000e+02,3.606149794709256007e+00,2.000000000000000000e+00,6.720000000000000284e+01,9.500000000000000000e+01,1.000000000000000000e+02,7.500000000000000000e+01,1.000000000000000000e+00,-2.300870498409619103e+00,4.397986498046783765e+00,2.975056525950855679e+00,1.024055602268963661e+01,2.496994029029792372e+01,1.000000000000000000e+02,9.406138543110321848e+01,8.303757999879114493e+01
