# Trial, Score, RMS, Safe_landing, time, trust, agree, self-conf, Control_mode, Position_x, Position_y, speed, attitude, score_t, score_p,score_v, score_a
1.000000000000000000e+00,1.550000000000000000e+02,3.772548459822542721e+00,0.000000000000000000e+00,6.250000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,2.112656823697649244e+01,3.177453466571684970e+01,-6.442986190724003848e+01,3.716177310266185430e+01,1.874299762791606838e+01,8.830700951034664570e-04,6.213466392202362520e+00
2.000000000000000000e+00,2.030000000000000000e+02,3.399599085901727324e+00,0.000000000000000000e+00,6.152000000000000135e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+01,6.712146484149812409e-01,3.160588265035903888e+01,-6.797157681037947441e+01,4.275601371147408969e+01,3.354698957277592797e+01,9.607649701703913081e-04,4.957987811671785039e+00
3.000000000000000000e+00,9.480000000000000000e+02,2.462188943590935875e+00,1.000000000000000000e+00,8.201999999999999957e+00,0.000000000000000000e+00,9.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,3.584916380312151318e+00,4.215117187217458650e+00,3.613068027272351213e+00,6.619422558884124008e+00,9.755466593838231404e+01,1.000000000000000000e+02,9.200823160993891747e+01,8.962829293548173837e+01
4.000000000000000000e+00,6.310000000000000000e+02,2.545576338055099530e+00,0.000000000000000000e+00,8.954000000000000625e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,-9.394080881759972357e+00,9.306795875003146534e-01,5.268043186996782090e+00,3.479015458292534646e+01,5.556635492917350660e+01,7.909452969554415347e+01,8.342397559054209921e+01,3.433203999098258663e+01
5.000000000000000000e+00,7.220000000000000000e+02,2.700866761126978766e+00,0.000000000000000000e+00,9.801000000000000156e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,-1.301412571595404444e+01,3.750000000000000000e-01,2.862216055044871421e+00,1.669004625873870395e+01,5.323699858309532118e+01,7.116765603764805803e+01,9.436882139314300844e+01,7.012245554029267680e+01
6.000000000000000000e+00,8.730000000000000000e+02,3.103875379786479094e+00,2.000000000000000000e+00,1.215300000000000047e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,-1.710654013802706430e+00,4.291106404915232986e+00,7.308057839837286629e+00,7.110982094011835564e+00,9.587728484840548049e+01,1.000000000000000000e+02,6.447340128534951020e+01,8.876866771550220392e+01
7.000000000000000000e+00,2.450000000000000000e+02,3.969201189900355420e+00,0.000000000000000000e+00,7.600999999999999979e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+01,2.705798650177221276e+01,1.970766687845478771e+01,-2.496218886155980243e+01,3.421198215149466648e+01,1.053303161144903299e+01,3.670195361628381114e-01,5.282378378925734808e+01
8.000000000000000000e+00,2.730000000000000000e+02,4.726414009988983089e+00,0.000000000000000000e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,-3.098051107185305852e+00,3.375000000000000000e+01,9.538587782353912914e+00,4.174464695867670372e+01,2.285378985016525633e+01,2.494483922603498627e+01,3.730173603640484004e+01,2.401548427098095928e+01
9.000000000000000000e+00,8.730000000000000000e+02,3.103875379786479094e+00,2.000000000000000000e+00,1.215300000000000047e+01,0.000000000000000000e+00,7.000000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,-1.710654013802706430e+00,4.291106404915232986e+00,7.308057839837286629e+00,7.110982094011835564e+00,9.587728484840548049e+01,1.000000000000000000e+02,6.447340128534951020e+01,8.876866771550220392e+01
1.000000000000000000e+01,3.800000000000000000e+02,3.334077370608004021e+00,0.000000000000000000e+00,7.250000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+01,1.568057386646099260e+01,1.175468331802368027e+01,1.825736355036895375e+01,4.373883944087994280e+01,2.503571967121843045e+01,1.641948528006528107e+01,6.684571876438849358e+01
1.100000000000000000e+01,4.070000000000000000e+02,3.267464655742615243e+00,0.000000000000000000e+00,1.750300000000000011e+01,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+01,7.358813988901179215e+00,1.479637503704986123e+01,1.069562226620218048e+01,4.473803016386077047e+01,3.159410235106801679e+01,4.116275445021832624e+00,8.216981665807669799e+01
1.200000000000000000e+01,3.510000000000000000e+02,3.819535341868838252e+00,0.000000000000000000e+00,1.175099999999999945e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,1.612094970192715238e+01,1.851839470553153788e+01,-1.245924871520569788e+01,3.645696987196742356e+01,2.457901486438282745e+01,6.631982996037844025e-01,7.873443003486423208e+01
1.300000000000000000e+01,3.970000000000000000e+02,3.343551090766156975e+00,0.000000000000000000e+00,1.195299999999999940e+01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,3.896804330973861141e+00,1.410874859531537240e+01,-1.353432008248006646e+01,4.359673363850764360e+01,3.300549266203491072e+01,5.708825431382158477e+00,7.658956108957137587e+01
