Generations,Fitness,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,210.86086573931883,0.07454843164082514,0.33070307046154823,0.19662468002739508,0.860938305726111,0.7184478977708499,0.947802532757071,0.4573510826317032,0.7576,0.7862435051171368,0.3908314370393201,0.3536690909166048,0.8358120387779977,0.7825032343872627,0.6192222674950602,0.05829595503350493,0.8304961863720284,0.6537453162771022
2,218.67217064435755,0.07454843164082514,0.5381037368659043,0.3611745674475826,0.6987,0.9878495438331452,0.08091279608427637,0.5156255688859163,0.664,0.6206611949103652,0.3908314370393201,0.3536690909166048,0.8358120387779977,0.7825032343872627,0.6192222674950602,0.05829595503350493,0.9819218301290563,0.7524657727978111
3,218.67217064435755,0.07454843164082514,0.33070307046154823,0.19662468002739508,0.860938305726111,0.7184478977708499,0.947802532757071,0.4573510826317032,0.7576,0.7862435051171368,0.3908314370393201,0.3536690909166048,0.8358120387779977,0.7825032343872627,0.6192222674950602,0.05829595503350493,0.8304961863720284,0.6537453162771022
